Unnamed: 0,speaker_id_fixed_int
931,14
933,14
935,14
937,14
940,14
941,14
942,14
946,14
948,14
950,14
951,14
952,14
954,14
955,14
957,14
959,14
960,15
965,15
967,15
968,15
974,15
976,15
978,16
982,16
983,16
985,16
986,17
987,18
988,18
990,18
991,18
992,18
994,18
995,18
996,19
997,20
998,20
999,20
1000,20
1004,20
1005,20
1006,20
1008,20
1012,20
1013,20
1017,20
1020,20
1021,20
1022,20
1023,20
1024,20
1028,20
1029,20
1030,20
1031,20
1038,20
1039,20
1040,20
1041,20
1044,20
1045,20
1046,20
1047,20
1048,20
1054,20
1066,22
1069,22
1070,22
1071,22
1073,22
1077,22
1078,22
1080,22
1081,22
1082,22
1083,22
1084,22
1085,22
1086,22
1087,22
1088,22
1089,22
1092,22
1093,22
1096,22
1097,22
1100,22
1101,22
1104,22
1112,22
1113,22
1114,23
1116,23
1120,24
1121,24
1124,24
1125,24
1127,24
1132,24
1137,24
1145,24
1146,24
1154,25
1156,26
1157,26
1158,26
1160,26
1161,26
1165,26
1167,26
1168,26
1170,26
1171,26
1173,26
1178,26
1181,26
1182,26
1188,26
1189,26
1190,26
1197,26
1201,26
1202,26
1203,26
1204,26
1205,26
1207,26
1208,26
1209,26
1211,26
1213,26
1215,28
1216,28
1222,28
1223,28
1224,28
1231,28
1233,28
1238,28
1241,28
1243,28
1244,28
1246,28
1247,28
1248,28
1249,28
1252,28
1253,28
1255,28
1256,28
1259,29
1262,29
1267,30
1268,30
1270,30
1278,30
1280,30
1281,30
1284,30
1293,31
1294,31
1295,31
1298,31
1301,31
1303,31
1306,31
1308,31
1313,31
1314,31
1316,31
1318,33
1319,33
1320,33
1322,6
1325,6
1327,6
1331,6
1332,6
1335,6
1337,6
1338,6
1339,6
1342,6
1346,6
1347,6
1348,6
1350,6
1351,6
1352,6
1356,6
1359,6
1360,6
1362,6
1363,6
1364,6
1365,6
1366,6
1367,6
1369,6
1370,6
1374,6
1377,6
1379,6
1383,6
1386,6
1387,6
1388,6
1391,6
1392,6
1394,6
1396,6
1398,6
1399,6
1401,6
1403,6
1404,6
1405,6
1407,6
1409,6
1411,6
1416,6
1417,6
1418,6
1419,6
1421,6
1422,6
1423,6
1424,6
1425,12
1426,12
1427,12
1428,12
1430,12
1431,12
1435,12
1438,12
1439,12
1440,12
1441,12
1442,12
1445,12
1452,12
1454,12
1456,12
1459,12
1461,12
1466,12
1471,12
1472,12
1473,12
1474,12
1475,12
1476,12
1478,12
1479,12
1483,12
1485,12
1491,12
1492,12
1493,12
1494,12
1495,12
1496,12
1498,12
1499,12
1500,12
1501,12
1502,12
1505,12
1506,12
1507,12
1509,12
1510,12
1516,12
1520,12
1521,12
1522,12
1525,12
1529,12
1532,12
1533,12
1535,12
1536,12
1538,12
1539,12
1542,12
1544,12
1546,12
1549,12
1551,13
1554,13
1555,13
1556,13
1557,13
1558,13
1561,13
1562,13
1564,13
1567,13
1568,13
1574,12
1580,12
1584,12
1586,12
1587,12
1589,12
1590,12
1591,12
1592,12
1595,12
1597,12
1598,12
1600,12
1601,12
1604,12
1608,12
1609,12
1611,12
1613,12
1614,12
1615,12
1616,12
1618,12
1621,12
1623,12
1629,12
1630,12
1632,12
1633,12
1635,12
1637,12
1641,12
1643,12
1645,12
1646,12
1649,12
1650,12
1651,12
1655,12
1656,12
1658,12
1659,12
1663,12
1665,12
1667,12
1669,12
1670,12
1675,12
1677,12
1678,12
1679,12
1688,12
1694,12
1696,12
1697,12
1702,12
1709,12
1710,12
1712,12
1713,12
1715,13
1716,13
1717,13
1718,13
1719,13
1722,13
1726,13
1729,35
1733,35
1734,35
1737,35
1741,35
1743,35
1748,35
1751,35
1756,35
1757,35
1761,35
1762,35
1763,35
1769,35
1770,35
1772,35
1773,35
1774,35
1780,35
1782,35
1784,35
1785,35
1786,35
1787,35
1788,35
1789,35
1791,35
1793,35
1794,35
1795,35
1797,35
1798,35
1800,35
1802,35
1808,35
1809,35
1810,35
1812,35
1815,35
1816,35
1824,35
1826,35
1827,35
1829,35
1831,35
1833,35
1836,35
1837,35
1838,35
1844,35
1845,35
1847,35
1848,35
1849,35
1852,35
1854,35
1855,35
1857,35
1865,35
1868,35
1870,35
1871,35
1872,35
1873,35
1875,35
1877,35
1880,35
1885,35
1886,35
1887,35
1889,35
1892,35
1896,35
1902,35
1904,35
1906,35
1909,35
1911,35
1912,35
1913,35
1916,35
1917,35
1918,35
1919,35
1928,35
1930,35
1931,35
1932,35
1933,35
1936,35
1937,35
1938,35
1940,35
1942,35
1945,35
1946,35
1947,35
1948,35
1949,35
1950,35
1951,35
1953,35
1954,35
1957,35
1961,36
1963,36
1964,36
1966,36
1967,36
1968,36
1970,36
1971,36
1973,36
1975,36
1976,36
1977,36
1979,36
1980,36
1983,36
1985,36
1986,36
1988,36
1989,36
1991,36
1995,36
1999,36
2000,36
2001,36
2002,36
2004,36
2005,36
2007,36
2011,36
2012,36
2016,36
2017,36
2021,36
2025,36
2026,36
2027,36
2032,36
2035,36
2037,36
2039,36
2041,36
2046,36
2047,36
2049,36
2050,36
2051,36
2052,36
2058,36
2060,36
2061,36
2062,36
2065,36
2066,36
2067,36
2068,36
2070,36
2071,36
2072,36
2073,36
2079,36
2084,36
2087,36
2089,36
2091,36
2092,36
2093,36
2097,36
2098,36
2099,36
2100,36
2101,36
2103,36
2105,36
2107,36
2109,36
2110,36
2112,36
2114,36
2117,36
2118,36
2122,36
2124,36
2127,36
2128,36
2131,36
2132,36
2133,36
2134,36
2139,36
2143,36
2145,36
2146,36
2147,36
2148,36
2149,36
2150,36
2151,36
2155,36
2156,36
2161,36
2165,36
2166,36
2167,36
2168,36
2170,36
2171,36
2172,36
2180,36
2181,36
2183,36
2184,36
2185,36
2186,36
2187,36
2189,36
2190,36
2191,36
2195,36
2198,36
2200,36
2201,36
2202,36
2203,36
2210,36
2211,36
2214,36
2215,36
2216,36
2219,36
2221,36
2225,36
2228,36
2233,36
2234,36
2237,36
2241,38
2242,38
2244,38
2247,38
2252,38
2254,38
2257,38
2259,38
2261,38
2262,38
2269,39
2271,39
2274,39
2275,39
2279,39
2282,39
2284,39
2285,39
2288,39
2289,39
2290,39
2291,39
2300,39
2301,39
2308,39
2309,39
2310,39
2311,40
2312,40
2313,40
2317,40
2320,40
2324,40
2326,40
2327,40
2328,40
2330,40
2332,41
2333,41
2334,41
2335,41
2336,41
2340,41
2343,41
2344,41
2346,41
2349,41
2350,41
2351,41
2352,41
2354,41
2356,41
2358,41
2361,41
2367,41
2368,41
2369,42
2370,42
2371,42
2374,42
2375,43
2378,43
2379,43
2380,43
2381,43
2386,43
2388,43
2389,43
2390,43
2392,43
2393,43
2396,43
2398,43
2399,43
2401,43
2406,43
2410,43
2413,43
2415,43
2416,43
2421,43
2422,43
2426,43
2427,43
2434,43
2435,43
2438,43
2439,43
2441,43
2442,43
2443,43
2444,43
2445,43
2446,43
2447,43
2449,43
2450,43
2452,43
2453,43
2456,43
2457,43
2460,43
2468,43
2469,43
2470,43
2472,43
2473,43
2475,43
2479,43
2485,43
2487,43
2491,43
2492,43
2493,43
2496,43
2497,43
2498,43
2499,43
2500,43
2502,43
2503,43
2504,43
2505,43
2511,43
2512,43
2514,43
2515,43
2517,43
2520,43
2521,43
2522,43
2525,43
2526,43
2527,43
2530,43
2531,43
2532,43
2533,43
2534,43
2536,43
2538,43
2541,43
2545,44
2546,44
2547,44
2548,44
2549,44
2550,44
2552,44
2556,44
2557,44
2558,44
2559,44
2560,44
2562,44
2563,44
2569,44
2571,44
2572,44
2574,44
2578,44
2579,44
2581,44
2582,44
2584,44
2585,44
2586,44
2587,45
2589,45
2595,45
2596,45
2597,45
2598,45
2604,46
2606,46
2608,46
2610,46
2613,48
2614,48
2615,48
2621,49
2622,49
2625,49
2628,49
2633,50
2634,50
2636,50
2637,50
2644,50
2650,50
2651,50
2652,50
2656,50
2657,50
2658,50
2659,50
2660,50
2661,50
2665,50
2667,50
2668,50
2673,50
2676,50
2681,49
2682,49
2686,50
2688,50
2689,50
2690,50
2693,50
2698,50
2699,50
2700,50
2701,50
2704,50
2705,50
2706,51
2711,51
2713,51
2719,51
2720,51
2721,51
2724,51
2728,51
2731,51
2732,51
2734,51
2736,51
2737,51
2738,51
2740,51
2741,51
2745,51
2751,51
2752,51
2753,51
2757,51
2759,51
2768,51
2778,51
2781,51
2783,51
2787,51
2788,51
2791,51
2794,51
2796,51
2797,51
2799,51
2800,51
2802,51
2804,51
2805,52
2808,51
2813,51
2817,51
2820,51
2822,51
2823,51
2827,51
2828,51
2833,51
2836,51
2837,51
2838,51
2842,51
2843,51
2844,51
2845,51
2848,51
2853,51
2854,51
2855,51
2857,51
2859,51
2861,51
2862,51
2866,51
2867,51
2868,51
2869,51
2870,51
2871,51
2872,51
2873,51
2876,51
2877,51
2881,51
2882,51
2883,51
2884,51
2885,51
2886,51
2888,51
2895,43
2900,43
2901,43
2903,43
2905,44
2906,45
2908,45
2909,45
2913,45
2914,45
2915,45
2916,45
2917,45
2918,45
2921,45
2922,45
2924,45
2926,45
2929,45
2931,45
2933,45
2935,45
2936,45
2938,45
2941,45
2942,45
2944,45
2946,45
2949,45
2950,45
2952,45
2954,45
2956,45
2957,45
2958,45
2960,45
2961,45
2963,45
2964,45
2965,45
2966,45
2967,45
2970,45
2974,45
2975,45
2976,45
2977,45
2980,45
2981,45
2988,45
2989,45
2990,45
2991,45
2994,45
2995,45
2998,45
2999,45
3002,45
3003,45
3005,45
3006,45
3008,45
3010,45
3011,45
3013,45
3015,45
3016,45
3018,46
3027,47
3028,53
3029,53
3031,53
3032,53
3034,53
3035,53
3038,53
3042,53
3047,53
3051,54
3053,54
3055,53
3056,55
3058,56
3061,56
3065,56
3068,56
3074,56
3076,56
3077,56
3078,56
3079,56
3080,56
3081,56
3086,56
3089,56
3091,56
3098,56
3101,56
3104,56
3105,56
3109,56
3110,56
3111,56
3112,56
3117,56
3118,56
3119,56
3123,56
3128,56
3129,57
3130,58
3132,58
3144,59
3148,59
3150,59
3151,59
3153,59
3154,59
3158,40
3159,40
3164,40
3165,40
3175,40
3179,40
3180,40
3184,40
3185,40
3187,40
3189,40
3190,40
3192,40
3196,40
3203,40
3206,40
3213,40
3215,40
3218,40
3220,40
3221,40
3223,40
3225,40
3228,40
3229,40
3230,40
3233,40
3237,40
3238,40
3241,60
3244,60
3248,60
3250,60
3257,60
3259,60
3260,60
3261,60
3270,61
3275,61
3276,61
3277,61
3278,61
3286,61
3290,61
3294,61
3296,61
3300,61
3301,61
3313,61
3321,61
3322,62
3326,62
3329,62
3331,62
3332,62
3335,62
3339,62
3340,62
3344,62
3350,62
3359,62
3362,62
3375,62
3376,62
3378,62
3381,62
3384,62
3385,62
3388,62
3389,62
3393,62
3394,62
3396,62
3398,62
3404,62
3405,62
3412,62
3414,62
3415,62
3419,62
3421,62
3429,62
3430,62
3436,62
3437,62
3440,62
3441,62
3447,64
3449,64
3450,64
3452,64
3455,64
3460,64
3465,65
3475,42
3485,42
3489,42
3493,42
3498,42
3499,42
3500,42
3505,42
3513,42
3516,42
3523,42
3525,42
3526,42
3527,42
3530,66
3531,66
3535,66
3543,29
3558,22
3567,29
3576,29
3580,29
3583,29
3589,29
3592,29
3594,29
3595,29
3600,29
3602,29
3606,29
3607,29
3608,29
3611,29
3618,29
3619,29
3621,29
3623,29
3627,29
3629,29
3631,29
3632,29
3634,29
3638,29
3640,29
3642,29
3643,29
3644,29
3657,29
3660,29
3661,29
3663,29
3665,29
3681,29
3684,29
3690,29
3695,29
3699,29
3702,29
3712,29
3718,29
3721,29
3729,29
3730,29
3731,29
3734,29
3743,29
3747,29
3749,29
3752,30
3755,30
3758,30
3760,30
3763,30
3765,30
3767,30
3769,30
3773,33
3776,33
3778,33
3783,33
3784,33
3787,33
3790,33
3792,33
3794,33
3795,33
3796,33
3798,33
3800,33
3801,33
3804,33
3812,33
3814,33
3815,33
3817,33
3819,33
3820,33
3826,33
3829,33
3834,33
3836,33
3839,33
3843,33
3845,33
3846,33
3849,33
3850,33
3852,33
3857,33
3858,33
3864,33
3871,33
3874,33
3876,33
3878,33
3879,33
3881,33
3882,33
3887,33
3899,33
3901,33
3907,33
3908,33
3911,33
3914,33
3915,33
3916,33
3918,33
3919,33
3921,33
3925,33
3926,33
3927,33
3934,33
3935,33
3936,33
3939,33
3943,33
3945,33
3951,33
3954,33
3958,69
3960,69
3965,70
3968,70
3969,70
3972,70
3974,70
3975,70
3985,72
3988,72
3994,72
3995,72
3999,72
4003,72
4008,72
4013,72
4015,72
4021,72
4024,72
4032,72
4033,72
4038,72
4041,72
4042,72
4044,72
4050,72
4051,72
4058,72
4060,72
4061,72
4062,72
4063,72
4069,72
4077,72
4078,72
4082,72
4088,72
4089,72
4090,72
4091,72
4092,72
4107,72
4112,72
4113,72
4114,72
4117,72
4118,72
4120,72
4124,72
4126,72
4127,72
4129,72
4130,72
4131,72
4133,72
4137,72
4140,72
4143,72
4147,72
4154,72
4157,72
4160,72
4164,72
4167,72
4169,72
4173,72
4181,72
4185,72
4188,72
4193,72
4204,72
4205,72
4207,72
4212,73
4216,19
4218,19
4221,19
4226,19
4227,19
4231,19
4232,19
4236,19
4242,19
4249,19
4250,19
4254,19
4255,19
4256,19
4257,19
4261,19
4265,19
4269,19
4276,19
4278,19
4282,19
4287,19
4294,19
4295,19
4302,19
4305,19
4308,19
4311,19
4313,19
4328,73
4337,19
4341,19
4343,19
4344,19
4351,19
4353,19
4355,19
4358,19
4360,19
4366,19
4367,19
4376,19
4377,19
4379,19
4382,19
4383,19
4392,19
4393,19
4394,19
4396,19
4398,19
4400,19
4402,19
4405,19
4414,19
4418,19
4419,19
4420,19
4427,19
4433,19
4435,19
4437,19
4442,19
4443,19
4447,19
4455,19
4458,19
4459,19
4461,19
4462,19
4474,74
4479,75
4482,75
4487,75
4492,75
4493,75
4495,75
4497,75
4502,75
4504,75
4506,75
4508,75
4512,75
4513,75
4515,75
4516,75
4527,75
4528,75
4538,75
4539,75
4548,75
4549,75
4550,75
4553,75
4555,75
4556,75
4557,75
4565,75
4573,75
4576,75
4577,76
4583,35
4584,35
4587,35
4589,35
4590,35
4592,35
4593,35
4594,35
4595,35
4602,35
4609,35
4625,35
4627,35
4629,35
4638,35
4645,35
4648,35
4653,35
4661,35
4662,35
4668,35
4670,35
4673,35
4674,35
4678,35
4679,35
4680,35
4681,35
4683,35
4685,35
4686,35
4690,35
4691,35
4697,35
4702,35
4708,35
4710,35
4711,35
4715,77
4717,77
4719,77
4721,77
4724,77
4725,77
4729,77
4732,77
4733,77
4736,77
4740,77
4743,77
4745,77
4754,77
4762,77
4763,77
4773,77
4774,77
4777,77
4780,77
4785,77
4786,77
4789,77
4791,77
4795,77
4796,77
4798,77
4800,77
4801,77
4805,77
4806,77
4809,77
4811,77
4812,77
4814,77
4821,77
4822,77
4823,77
4824,77
4825,77
4828,77
4832,77
4833,77
4836,77
4843,77
4844,77
4853,77
4861,77
4869,58
4874,58
4875,58
4879,58
4880,58
4881,58
4885,58
4891,58
4893,58
4894,58
4895,58
4898,58
4899,58
4903,58
4913,58
4916,58
4917,58
4918,58
4919,58
4920,58
4921,58
4933,58
4938,58
4941,58
4947,58
4949,58
4950,58
4955,57
4960,58
4962,58
4969,58
4973,58
4978,58
4979,58
4980,58
4981,58
4986,58
4987,58
4992,58
4994,58
4995,58
4996,58
4997,58
4998,58
5000,58
5008,58
5009,58
5019,58
5021,58
5022,58
5024,58
5026,58
5027,58
5035,58
5037,58
5040,58
5046,58
5047,58
5052,58
5070,58
5071,58
5076,58
5078,58
5080,58
5081,58
5082,58
5084,58
5095,40
5100,40
5102,40
5109,40
5111,40
5112,40
5122,40
5124,40
5128,40
5131,40
5141,40
5145,40
5146,40
5147,40
5148,40
5152,40
5153,40
5155,40
5157,40
5163,40
5165,40
5171,60
5172,61
5174,61
5176,61
5191,61
5192,61
5196,61
5197,61
5198,61
5201,61
5204,61
5208,61
5211,61
5212,61
5214,61
5215,61
5217,61
5218,61
5219,61
5220,61
5221,61
5225,61
5226,61
5228,61
5230,61
5231,61
5236,61
5244,61
5246,61
5251,61
5252,61
5253,61
5254,61
5257,61
5259,61
5261,61
5262,61
5266,61
5270,61
5271,61
5273,61
5275,61
5279,61
5280,61
5286,61
5288,61
5290,61
5291,61
5293,61
5295,61
5297,60
5300,61
5303,61
5304,61
5307,61
5309,61
5316,61
5319,61
5321,61
5326,61
5327,61
5331,61
5333,61
5338,61
5342,61
5343,61
5345,61
5346,61
5354,61
5356,61
5357,61
5359,61
5360,61
5362,61
5369,61
5377,61
5378,61
5379,61
5380,61
5383,61
5384,61
5390,61
5394,61
5396,61
5400,61
5419,62
5426,62
5429,62
5433,62
5434,62
5437,62
5439,62
5443,62
5446,62
5447,62
5449,62
5450,62
5453,62
5455,62
5458,62
5463,62
5464,62
5465,62
5466,62
5470,62
5471,62
5473,62
5478,62
5479,62
5480,62
5482,62
5483,62
5486,62
5487,62
5488,62
5489,62
5492,62
5498,62
5504,62
5510,62
5513,62
5518,62
5520,62
5521,62
5523,62
5525,63
5534,62
5540,62
5542,62
5543,62
5544,62
5546,62
5547,62
5548,62
5550,62
5551,62
5553,62
5554,62
5555,62
5560,62
5561,62
5564,62
5565,62
5566,62
5569,62
5581,62
5582,62
5583,62
5588,62
5591,62
5595,62
5596,62
5600,62
5603,62
5605,62
5610,62
5613,62
5618,62
5619,62
5621,62
5622,62
5623,62
5637,62
5639,62
5640,62
5642,62
5647,62
5648,62
5650,62
5651,62
5652,62
5653,62
5655,62
5656,62
5664,64
5670,64
5671,64
5673,64
5677,64
5678,64
5685,64
5692,64
5694,64
5698,64
5699,64
5703,64
5711,64
5715,64
5721,64
5730,64
5732,64
5733,64
5739,64
5740,64
5750,64
5751,64
5752,64
5756,64
5758,65
5762,64
5770,64
5774,64
5776,64
5777,64
5778,64
5779,64
5783,64
5786,64
5792,64
5793,64
5794,64
5806,64
5807,64
5812,64
5814,64
5815,64
5822,64
5824,64
5831,64
5836,64
5842,64
5845,64
5850,64
5851,64
5854,64
5857,64
5871,41
5873,41
5885,41
5887,41
5889,41
5893,41
5895,41
5896,41
5901,41
5904,41
5913,41
5916,41
5920,41
5923,41
5928,41
5931,41
5934,41
5935,41
5942,41
5944,41
5949,79
5951,42
5956,80
5960,81
5970,81
5972,81
5982,81
5983,81
5985,81
5991,81
5993,81
6000,81
6005,81
6006,81
6007,81
6009,81
6015,81
6024,81
6031,81
6036,81
6038,81
6045,81
6052,81
6056,81
6058,81
6059,81
6062,81
6065,81
6066,81
6068,81
6069,81
6074,81
6078,81
6082,81
6083,81
6087,81
6090,82
6096,82
6100,82
6107,82
6109,82
6111,82
6116,82
6125,82
6127,82
6128,82
6136,83
6140,83
6144,83
6148,83
6153,84
6157,84
6159,84
6163,84
6167,84
6169,84
6173,85
6178,85
6179,85
6185,85
6191,85
6194,85
6197,85
6200,85
6212,85
6213,85
6216,85
6218,85
6222,85
6226,85
6230,85
6233,85
6236,85
6237,85
6241,85
6244,85
6252,85
6253,85
6257,85
6266,20
6267,20
6271,20
6275,20
6279,20
6285,20
6286,20
6288,20
6290,20
6299,20
6304,20
6306,20
6307,20
6310,20
6311,20
6319,20
6321,20
6329,20
6332,86
6333,86
6337,86
6340,86
6343,86
6344,86
6351,86
6360,86
6361,86
6364,86
6366,86
6367,86
6369,87
6386,6
6389,7
6394,7
6397,7
6398,7
6400,7
6403,7
6405,7
6409,7
6412,7
6413,7
6419,7
6426,7
6428,7
6430,7
6431,7
6437,7
6438,7
6456,7
6458,7
6460,7
6461,7
6463,7
6469,9
6473,22
6481,22
6489,22
6491,22
6493,22
6499,29
6508,29
6510,29
6511,29
6522,29
6526,29
6527,29
6528,29
6543,30
6556,30
6557,30
6568,30
6572,30
6574,30
6577,30
6579,30
6583,30
6585,30
6588,30
6591,30
6593,30
6596,30
6597,30
6598,30
6599,30
6603,30
6609,30
6610,30
6612,30
6618,30
6620,30
6627,30
6629,30
6634,30
6635,30
6644,30
6648,30
6650,30
6651,30
6655,30
6657,30
6661,33
6663,33
6664,33
6665,33
6666,33
6673,33
6677,33
6689,70
6691,70
6695,70
6696,70
6703,70
6721,70
6722,70
6727,70
6729,70
6731,70
6736,70
6737,70
6741,70
6743,70
6744,70
6745,70
6746,70
6747,70
6750,70
6756,70
6760,70
6764,70
6765,70
6766,70
6767,70
6777,70
6778,70
6782,70
6783,70
6792,70
6798,40
6801,40
6802,40
6804,40
6806,40
6808,40
6809,40
6810,40
6814,40
6818,40
6819,40
6825,40
6826,40
6829,40
6835,40
6838,40
6840,40
6843,40
6844,40
6846,40
6850,40
6854,40
6856,40
6859,40
6862,40
6863,40
6864,40
6866,40
6867,40
6869,40
6870,40
6873,40
6874,40
6876,40
6879,40
6881,40
6888,40
6891,40
6892,40
6898,40
6899,40
6902,40
6903,40
6904,40
6906,40
6907,40
6908,40
6918,40
6924,40
6928,40
6929,40
6931,40
6933,40
6934,40
6935,40
6941,40
6942,40
6950,40
6955,40
6965,40
6970,40
6984,40
6987,40
6988,40
6990,40
6991,40
6996,40
6998,40
7007,40
7009,40
7018,40
7022,40
7025,40
7030,40
7032,40
7034,40
7035,40
7039,40
7042,40
7043,40
7052,40
7055,40
7062,40
7063,40
7066,40
7069,40
7072,40
7075,41
7084,41
7086,41
7087,41
7088,41
7089,41
7094,41
7095,41
7102,41
7104,41
7105,41
7115,41
7116,41
7118,41
7119,41
7120,41
7123,41
7127,41
7128,41
7130,41
7137,41
7138,41
7142,41
7146,41
7151,41
7156,41
7163,41
7166,41
7167,41
7169,41
7174,41
7177,41
7178,41
7197,41
7199,41
7202,41
7203,41
7210,41
7212,41
7213,41
7219,41
7220,41
7221,41
7223,41
7225,41
7231,41
7232,41
7233,41
7243,41
7244,41
7246,41
7249,41
7253,41
7259,42
7267,42
7269,42
7275,42
7285,42
7292,6
7299,12
7300,12
7303,12
7305,12
7312,16
7327,17
7328,17
7342,17
7355,17
7356,17
7363,17
7372,18
7373,18
7382,19
7383,19
7392,20
7398,20
7399,20
7400,20
7403,20
7404,20
7407,20
7408,20
7414,20
7425,20
7426,20
7432,20
7434,20
7436,20
7438,20
7440,20
7443,20
7445,20
7446,20
7447,20
7448,20
7450,20
7452,20
7454,20
7457,20
7461,20
7462,20
7463,20
7472,20
7481,20
7483,20
7493,20
7494,20
7495,20
7497,20
7500,20
7508,77
7509,77
7511,77
7516,77
7519,77
7523,77
7526,77
7527,77
7528,77
7530,77
7534,77
7535,77
7545,77
7546,77
7548,77
7550,77
7555,77
7558,77
7564,77
7569,77
7572,77
7575,77
7577,77
7582,77
7589,72
7590,72
7591,72
7592,72
7596,72
7597,72
7605,72
7606,72
7613,72
7619,72
7627,72
7631,72
7632,72
7636,72
7641,72
7648,72
7651,72
7652,72
7653,72
7656,72
7658,72
7664,72
7674,58
7675,58
7676,58
7679,40
7682,40
7685,64
7686,64
7687,64
7690,64
7692,50
7694,50
7699,50
7700,50
7706,50
7714,50
7716,50
7718,50
7720,50
7723,50
7726,50
7728,50
7729,50
7730,50
7732,50
7733,50
7737,50
7744,50
7747,43
7748,43
7757,43
7762,43
7767,43
7768,43
7770,43
7776,43
7779,43
7780,43
7782,43
7785,43
7792,43
7793,43
7794,43
7795,43
7796,43
7808,43
7809,43
7814,43
7818,43
7821,43
7830,43
7838,43
7839,43
7840,43
7842,43
7848,43
7850,45
7853,45
7854,45
7860,47
7862,47
7875,47
7877,47
7881,22
7882,22
7883,22
7885,22
7887,22
7888,22
7890,22
7894,22
7897,22
7901,22
7905,22
7911,22
7915,22
7930,22
7931,22
7936,22
7937,22
7938,22
7940,22
7941,22
7942,22
7943,22
7947,22
7950,22
7953,22
7958,22
7961,22
7964,22
7968,22
7971,22
7973,22
7975,22
7984,22
7990,22
7991,22
7992,22
7994,22
7996,22
7999,22
8006,22
8007,22
8011,22
8015,22
8017,22
8018,22
8019,22
8021,22
8023,22
8024,22
8029,22
8030,22
8036,22
8038,22
8043,22
8049,22
8052,22
8054,22
8057,22
8064,22
8073,22
8076,22
8082,22
8083,22
8087,22
8088,22
8091,22
